Tecnica,Modelo,Parametros,fit_kwargs,Tiempo,Accuracy Todas,Accuracy Aceptadas,F1 score Todas,F1 score Aceptadas,Nº de rechazadas,Rechazadas
Shapicant,"XGBClassifier(colsample_bytree=0.7, learning_rate=0.001, max_depth=6, n_estimators=550)",{},{},516.2196891307831,0.7681194857061353,0.761593459710704,0.6452576549663929,0.637247569184742,5,"['SeniorCitizen', 'StreamingTV', 'TotalCharges', 'MultipleLines', 'PaperlessBilling']"
Shapicant,"XGBClassifier(colsample_bytree=0.7, learning_rate=0.001, max_depth=8, n_estimators=100)",{},{},243.2398030757904,0.7584810037741145,0.7593803841129472,0.6370716510903426,0.6365723029839327,4,"['MultipleLines', 'StreamingTV', 'PaperlessBilling', 'TotalCharges']"
Shapicant,"XGBClassifier(colsample_bytree=0.7, learning_rate=0.001, max_depth=6, n_estimators=100)",{},{},100.02246117591858,0.7587306115333501,0.7641925500290926,0.635599694423224,0.6410835214446954,5,"['SeniorCitizen', 'StreamingTV', 'TotalCharges', 'MultipleLines', 'PaperlessBilling']"
Shapicant,"XGBClassifier(colsample_bytree=0.7, learning_rate=0.1, max_depth=4, n_estimators=250)",{},{},85.20168471336365,0.7414029654081002,0.7401034202489059,0.6202849958088852,0.6182121971595657,1,['PaperlessBilling']
BorutaShap,"XGBClassifier(colsample_bytree=0.9, learning_rate=0.1, max_depth=9, n_estimators=500)",{},{},167.22963428497314,0.7096625937019605,0.7162027697971216,0.578096947935368,0.5874001774622893,7,"['SeniorCitizen', 'StreamingMovies', 'MultipleLines', 'PaperlessBilling', 'Partner', 'PhoneService', 'Dependents']"
BorutaShap,"XGBClassifier(colsample_bytree=0.5, learning_rate=0.001, max_depth=5, n_estimators=900)",{},{},109.00008296966553,0.7676015920560209,0.7657558530472522,0.6431199411331862,0.6407053637031594,4,"['MultipleLines', 'SeniorCitizen', 'PaperlessBilling', 'PhoneService']"
BorutaShap,"XGBClassifier(colsample_bytree=0.5, learning_rate=0.1, max_depth=8, n_estimators=350)",{},{},111.71667456626892,0.7227429458922827,0.7242779487109825,0.5964912280701755,0.5982608695652173,6,"['SeniorCitizen', 'StreamingMovies', 'MultipleLines', 'PaperlessBilling', 'Partner', 'PhoneService']"
BorutaShap,"XGBClassifier(colsample_bytree=0.9, learning_rate=0.1, max_depth=9, n_estimators=450)",{},{},159.0596821308136,0.7116260615404817,0.7235104473016325,0.580875781948168,0.5973799126637555,7,"['SeniorCitizen', 'StreamingMovies', 'MultipleLines', 'PaperlessBilling', 'Partner', 'PhoneService', 'Dependents']"
BorutaShap,"XGBClassifier(colsample_bytree=0.5, learning_rate=0.1, max_depth=6, n_estimators=100)",{},{},19.57967448234558,0.7433664332466214,0.7530801937092053,0.6227045075125209,0.6340668296658517,3,"['SeniorCitizen', 'PaperlessBilling', 'StreamingMovies']"
BorutaShap,"XGBClassifier(colsample_bytree=0.7, learning_rate=0.001, max_depth=9, n_estimators=600)",{},{},526.5233805179596,0.7520585565087063,0.7632648694908002,0.6291079812206574,0.6433021806853582,5,"['SeniorCitizen', 'StreamingTV', 'MultipleLines', 'PaperlessBilling', 'PhoneService']"
BorutaShap,"XGBClassifier(colsample_bytree=0.9, learning_rate=0.01, max_depth=3, n_estimators=900)",{},{},43.283952951431274,0.7600443067922742,0.7605905006418485,0.6367781155015196,0.637329286798179,2,"['PaperlessBilling', 'StreamingMovies']"
BorutaShap,"XGBClassifier(colsample_bytree=0.9, learning_rate=0.01, max_depth=5, n_estimators=50)",{},{},7.371786832809448,0.7557879567935195,0.7586225047714137,0.6268011527377522,0.629842180774749,6,"['SeniorCitizen', 'StreamingTV', 'DeviceProtection', 'MultipleLines', 'PaperlessBilling', 'PhoneService']"
BorutaShap,"XGBClassifier(colsample_bytree=0.7, learning_rate=0.1, max_depth=3, n_estimators=600)",{},{},27.392263650894165,0.7375937585608103,0.7392323401095331,0.6151260504201681,0.617056856187291,4,"['SeniorCitizen', 'PaperlessBilling', 'Partner', 'Dependents']"
BorutaShap,"XGBClassifier(colsample_bytree=0.9, learning_rate=0.001, max_depth=3, n_estimators=800)",{},{},38.25478982925415,0.7588817345984655,0.7623377549564969,0.6234281932495036,0.6282652377762892,5,"['SeniorCitizen', 'StreamingTV', 'gender', 'MultipleLines', 'PaperlessBilling']"
BorutaShap,"XGBClassifier(colsample_bytree=0.7, learning_rate=0.01, max_depth=5, n_estimators=150)",{},{},20.725391149520874,0.7628035762396053,0.7729316516222806,0.6379821958456973,0.6495224099926525,4,"['MultipleLines', 'SeniorCitizen', 'StreamingTV', 'PaperlessBilling']"
BorutaShap,"XGBClassifier(colsample_bytree=0.5, learning_rate=0.1, max_depth=5, n_estimators=350)",{},{},37.58509540557861,0.7371228432417991,0.728219034487755,0.6161790017211703,0.6029035012809565,5,"['SeniorCitizen', 'PaperlessBilling', 'Partner', 'PhoneService', 'Dependents']"
BorutaShap,"XGBClassifier(colsample_bytree=0.5, learning_rate=0.1, max_depth=5, n_estimators=600)",{},{},61.0666389465332,0.7287227780381396,0.728897107266812,0.6052631578947368,0.6028547439126785,8,"['SeniorCitizen', 'StreamingMovies', 'gender', 'MultipleLines', 'PaperlessBilling', 'Partner', 'PhoneService', 'Dependents']"
BorutaShap,"XGBClassifier(colsample_bytree=0.9, learning_rate=0.1, max_depth=5, n_estimators=450)",{},{},51.13526511192322,0.7204828919634225,0.7231997111115639,0.5924006908462868,0.5963699222126188,6,"['SeniorCitizen', 'gender', 'PaperlessBilling', 'Partner', 'PhoneService', 'Dependents']"
